artist,song,duration_ms,duration_min,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,primary_genre,secondary_genre,tertiary_genre,
The Weeknd,Starboy,230453,3.84,TRUE,2016,0,0.681,0.594,7,-7.028,major,0.282,0.165,3.49E-06,0.134,0.535,186.054,pop, r&b,,
Drake,One Dance,173986,2.90,FALSE,2016,84,0.792,0.625,1,-5.609,major,0.0536,0.00776,0.0018,0.329,0.37,103.967,hip hop, pop, r&b,
Justin Bieber,Love Yourself,233720,3.90,FALSE,2015,0,0.609,0.378,4,-9.828,major,0.438,0.835,0,0.28,0.515,100.418,pop,,,
The Chainsmokers,Closer,244960,4.08,FALSE,2016,83,0.748,0.524,8,-5.599,major,0.0338,0.414,0,0.111,0.661,95.01,pop, dance/electronic,,
Adele,Hello,295502,4.93,FALSE,2015,1,0.471,0.431,5,-6.129,minor,0.0342,0.329,0,0.0854,0.289,157.98,pop, r&b,,
Desiigner,Panda,246761,4.11,TRUE,2016,70,0.576,0.766,10,-4.943,minor,0.449,0.028,1.68E-06,0.366,0.236,144.833,hip hop, pop,,
Burak Yeter,Tuesday (feat. Danelle Sandoval),241874,4.03,FALSE,2016,72,0.841,0.639,9,-6.052,minor,0.0688,0.0156,0.0654,0.0545,0.675,99.002,dance/electronic,,,
Sia,Cheap Thrills (feat. Sean Paul),224813,3.75,FALSE,2016,67,0.592,0.8,6,-4.931,minor,0.215,0.0561,2.01E-06,0.0775,0.728,89.972,pop,,,
OneRepublic,Wherever I Go,169773,2.83,FALSE,2016,70,0.552,0.689,10,-6.444,minor,0.0425,0.0915,0,0.27,0.349,99.961,pop,,,
Rihanna,Work,219320,3.66,TRUE,2016,75,0.725,0.534,11,-6.238,major,0.0946,0.0752,0,0.0919,0.558,91.974,hip hop, pop, r&b,
Coldplay,Hymn for the Weekend,258266,4.30,FALSE,2015,82,0.491,0.693,0,-6.487,minor,0.0377,0.211,6.92E-06,0.325,0.412,90.027,rock, pop,,
Justin Bieber,Sorry,200786,3.35,FALSE,2015,80,0.654,0.76,0,-3.669,minor,0.045,0.0797,0,0.299,0.41,99.945,pop,,,
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",236001,3.93,FALSE,2016,76,0.666,0.83,0,-5.715,major,0.0751,0.0123,0,0.191,0.702,113.03,pop,,,
WILLOW,Wait a Minute!,196520,3.28,FALSE,2015,86,0.764,0.705,3,-5.279,minor,0.0278,0.0371,1.94E-05,0.0943,0.672,101.003,pop, r&b, dance/electronic,
Desiigner,Tiimmy Turner,239853,4.00,TRUE,2016,67,0.603,0.725,6,-3.054,major,0.0393,0.174,0,0.0786,0.304,122.803,hip hop, pop,,
G-Eazy,"Me, Myself & I",251466,4.19,TRUE,2015,77,0.756,0.674,0,-6.518,minor,0.0959,0.0184,0,0.158,0.389,111.995,hip hop, pop,,
David Guetta,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),207272,3.45,FALSE,2016,68,0.367,0.915,9,-3.456,minor,0.0488,0.0022,5.81E-05,0.0905,0.365,110.169,hip hop, pop, dance/electronic,
Astrid S,Hurts So Good,208728,3.48,FALSE,2016,0,0.672,0.589,7,-5.008,minor,0.049,0.082,0,0.0962,0.379,120.036,rock, pop, dance/electronic,
Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",243490,4.06,TRUE,2016,75,0.502,0.786,9,-4.378,minor,0.317,0.255,0,0.65,0.739,169.021,hip hop, pop,,
Twenty One Pilots,Heathens,195920,3.27,FALSE,2016,80,0.732,0.396,4,-9.348,minor,0.0286,0.0841,3.58E-05,0.105,0.548,90.024,rock,,,
Future,Low Life (feat. The Weeknd),313546,5.23,TRUE,2016,74,0.722,0.331,8,-7.789,major,0.0726,0.337,0.282,0.146,0.102,143.961,hip hop, pop,,
Galantis,No Money,189126,3.15,FALSE,2016,67,0.671,0.916,6,-4.014,minor,0.0397,0.0282,0.00762,0.24,0.803,126.01,pop, dance/electronic,,
The Chainsmokers,Don't Let Me Down,208373,3.47,FALSE,2016,79,0.532,0.869,11,-5.094,major,0.172,0.157,0.00508,0.136,0.422,159.803,pop, dance/electronic,,
Tinie Tempah,Girls Like (feat. Zara Larsson),196000,3.27,TRUE,2016,62,0.916,0.804,0,-3.406,major,0.049,0.37,1.18E-05,0.0812,0.538,120.028,hip hop, pop, dance/electronic,
Alok,Hear Me Now,192846,3.21,FALSE,2016,51,0.788,0.43,11,-7.757,major,0.0419,0.537,0.00261,0.0936,0.461,121.996,pop, dance/electronic,,
Jon Bellion,All Time Low,217603,3.63,TRUE,2016,70,0.617,0.567,0,-4.188,major,0.0828,0.0584,0,0.0933,0.505,90.246,hip hop, pop,,
Cheat Codes,Sex,228361,3.81,FALSE,2016,0,0.51,0.692,0,-5.825,major,0.171,0.00451,0,0.138,0.209,102.42,pop, dance/electronic,,
Meghan Trainor,NO,213506,3.56,FALSE,2017,69,0.557,0.803,1,-3.599,minor,0.213,0.0124,1.61E-06,0.737,0.657,92.134,pop,,,
Dua Lipa,Hotter Than Hell,187957,3.13,FALSE,2017,65,0.532,0.868,3,-4.23,minor,0.0908,0.011,0,0.0584,0.529,110.127,pop,,,
Martin Garrix,In the Name of Love,195706,3.26,FALSE,2016,76,0.501,0.519,4,-5.88,minor,0.0409,0.109,0,0.454,0.168,133.99,pop, dance/electronic,,
Alan Walker,Faded,212106,3.54,FALSE,2018,78,0.468,0.627,6,-5.085,major,0.0476,0.0281,7.97E-06,0.11,0.159,179.642,dance/electronic,,,
Tove Lo,Cool Girl,197815,3.30,TRUE,2016,0,0.674,0.71,9,-7.042,minor,0.111,0.343,6.71E-06,0.129,0.234,101.983,pop, dance/electronic,,
DJ Snake,Let Me Love You,205946,3.43,FALSE,2016,81,0.649,0.716,8,-5.371,major,0.0349,0.0863,2.63E-05,0.135,0.163,99.988,hip hop, pop, dance/electronic,
Calvin Harris,This Is What You Came For (feat. Rihanna),222160,3.70,FALSE,2016,79,0.631,0.927,9,-2.787,minor,0.0332,0.199,0.119,0.148,0.465,123.962,hip hop, pop, dance/electronic,
Mike Posner,I Took A Pill In Ibiza - Seeb Remix,197933,3.30,TRUE,2016,77,0.664,0.714,7,-6.645,minor,0.111,0.0353,8.42E-06,0.0843,0.71,101.969,hip hop, pop, dance/electronic,
Kevin Gates,2 Phones,240000,4.00,TRUE,2016,69,0.895,0.681,7,-5.267,minor,0.358,0.157,0,0.189,0.554,121.918,hip hop, pop,,
Rihanna,Needed Me,191600,3.19,TRUE,2016,80,0.671,0.314,5,-8.091,minor,0.244,0.11,0,0.0825,0.296,110.898,hip hop, pop, r&b,
Ariana Grande,Side To Side,226160,3.77,TRUE,2016,0,0.648,0.738,6,-5.883,minor,0.247,0.0408,0,0.292,0.603,159.145,pop,,,
Marshmello,Alone,273802,4.56,FALSE,2016,71,0.631,0.953,2,-3.739,major,0.0343,0.0241,0.0155,0.108,0.422,141.99,pop, dance/electronic,,
Shawn Mendes,I Know What You Did Last Summer,223853,3.73,FALSE,2015,73,0.687,0.761,9,-4.582,minor,0.0876,0.102,0,0.147,0.743,113.939,pop,,,
Selena Gomez,Same Old Love,229080,3.82,FALSE,2015,69,0.672,0.593,11,-4.01,minor,0.0304,0.0223,0,0.214,0.438,98.02,pop,,,
Calvin Harris,My Way,219159,3.65,FALSE,2016,74,0.818,0.913,4,-3.06,minor,0.0426,0.093,3.69E-05,0.161,0.536,119.986,hip hop, pop, dance/electronic,
Fitz and The Tantrums,HandClap,193253,3.22,FALSE,2016,64,0.636,0.836,8,-3.004,major,0.0427,0.00609,0.000157,0.0828,0.715,139.956,pop, rock,,
Twenty One Pilots,Ride,214506,3.58,FALSE,2015,80,0.645,0.713,6,-5.355,major,0.0393,0.00835,0,0.113,0.566,74.989,rock,,,
Flo Rida,My House,192190,3.20,FALSE,2015,76,0.688,0.702,7,-4.792,minor,0.0499,0.0215,0,0.128,0.74,94.006,hip hop, pop,,
Ariana Grande,Dangerous Woman,235946,3.93,FALSE,2016,0,0.677,0.604,7,-5.32,major,0.0385,0.0612,0,0.353,0.297,134.052,pop,,,
Anne-Marie,Alarm,205593,3.43,TRUE,2016,57,0.756,0.589,0,-5.093,major,0.232,0.0812,0,0.176,0.811,146.928,pop, dance/electronic,,
Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),217706,3.63,FALSE,2016,79,0.728,0.563,1,-8.053,minor,0.134,0.621,0,0.179,0.352,100.017,pop,,,
AlunaGeorge,I'm In Control,209425,3.49,FALSE,2016,0,0.734,0.847,11,-3.713,minor,0.0346,0.355,0.000144,0.154,0.673,104.013,pop, dance/electronic,,
Enrique Iglesias,DUELE EL CORAZON (feat. Wisin),199693,3.33,FALSE,2016,68,0.716,0.908,8,-3.254,minor,0.103,0.0858,0,0.135,0.869,91.03,pop, latin,,
MNEK,Never Forget You,213427,3.56,FALSE,2015,45,0.583,0.732,11,-5.728,minor,0.0457,0.00312,9.86E-06,0.269,0.276,145.992,dance/electronic,,,
Mike Perry,The Ocean (feat. Shy Martin),183414,3.06,FALSE,2016,70,0.632,0.575,5,-6.478,major,0.029,0.0225,1.81E-06,0.104,0.188,90.037,pop, dance/electronic,,
Drake,Hotline Bling,267066,4.45,FALSE,2016,0,0.903,0.62,2,-8.094,major,0.0587,0.00347,0.000119,0.0504,0.539,134.96,hip hop, pop, r&b,
Ariana Grande,Into You,244453,4.07,FALSE,2016,3,0.623,0.734,9,-5.948,major,0.107,0.0162,1.75E-06,0.145,0.37,107.853,pop,,,
Shawn Mendes,Treat You Better,187973,3.13,FALSE,2017,82,0.444,0.819,10,-4.078,minor,0.341,0.106,0,0.107,0.747,82.695,pop,,,
Tory Lanez,Say It,237786,3.96,TRUE,2016,73,0.546,0.529,11,-10.511,minor,0.0583,0.0862,6.50E-06,0.124,0.247,107.331,hip hop, pop, r&b,
Coldplay,Adventure of a Lifetime,263786,4.40,FALSE,2015,76,0.638,0.924,7,-3.887,major,0.036,0.00205,0.000175,0.149,0.53,111.995,rock, pop,,
Kungs,This Girl - Kungs Vs. Cookin' On 3 Burners,195561,3.26,FALSE,2016,0,0.79,0.705,0,-4.684,minor,0.0383,0.0807,4.81E-05,0.251,0.501,121.969,pop, dance/electronic,,
SAYGRACE,You Don't Own Me (feat. G-Eazy),201493,3.36,FALSE,2016,69,0.332,0.635,7,-5.653,major,0.0898,0.159,2.79E-06,0.0599,0.261,186.249,pop, r&b,,
X Ambassadors,Renegades,195200,3.25,FALSE,2015,75,0.526,0.862,2,-6.003,major,0.0905,0.0144,0.0597,0.229,0.528,90.052,hip hop, rock, pop,
DNCE,Cake By The Ocean,219146,3.65,TRUE,2016,79,0.774,0.753,4,-5.446,minor,0.0517,0.152,0,0.0371,0.896,119.002,pop,,,
99 Souls,The Girl Is Mine,216613,3.61,FALSE,2016,55,0.683,0.943,9,-3.6,major,0.0397,0.00423,0.0972,0.0356,0.706,118.991,dance/electronic,,,
Illy,Papercuts (feat. Vera Blue),255889,4.26,FALSE,2016,51,0.369,0.618,6,-6.304,minor,0.249,0.161,0,0.257,0.467,191.863,hip hop, pop, dance/electronic,
Kiiara,Gold,225882,3.76,FALSE,2015,55,0.6,0.412,8,-9.343,major,0.344,0.615,0.0025,0.134,0.408,113.049,rock, pop, dance/electronic,
Kygo,Stole the Show,222813,3.71,FALSE,2016,0,0.678,0.633,8,-6.443,minor,0.171,0.151,0,0.147,0.478,99.886,pop, dance/electronic,,
Fifth Harmony,Work from Home (feat. Ty Dolla $ign),214480,3.57,FALSE,2016,75,0.803,0.585,8,-5.861,major,0.0432,0.103,3.94E-06,0.0644,0.593,105.017,pop,,,
Drake,Pop Style,212946,3.55,TRUE,2016,63,0.713,0.462,7,-10.027,major,0.123,0.192,2.16E-06,0.105,0.0594,133.053,hip hop, pop, r&b,
ZAYN,PILLOWTALK,203686,3.39,TRUE,2016,59,0.588,0.702,11,-4.271,major,0.0496,0.104,0,0.089,0.429,124.909,pop, dance/electronic,,
Alessia Cara,Here,199453,3.32,FALSE,2016,66,0.376,0.822,0,-3.974,major,0.104,0.0783,0,0.0841,0.327,120.493,pop, r&b,,
DJ Snake,Middle,220573,3.68,FALSE,2016,0,0.611,0.7,9,-5.331,major,0.0436,0.0199,0,0.0549,0.213,104.981,hip hop, pop, dance/electronic,
Sigala,Sweet Lovin' - Radio Edit,202149,3.37,FALSE,2015,46,0.683,0.91,10,-1.231,major,0.0515,0.0553,4.78E-06,0.336,0.674,124.977,pop, dance/electronic,,
Drake,Jumpman,205879,3.43,TRUE,2015,72,0.852,0.553,1,-7.286,major,0.187,0.0559,0,0.332,0.656,142.079,hip hop, pop, r&b,
Charlie Puth,Dangerously,199133,3.32,FALSE,2016,62,0.696,0.517,2,-8.379,minor,0.0366,0.364,0,0.197,0.23,112.291,pop,,,
Nick Jonas,Close,234213,3.90,FALSE,2016,69,0.654,0.623,6,-5.273,minor,0.082,0.253,0,0.144,0.401,123.996,pop,,,
Jonas Blue,Perfect Strangers,196613,3.28,FALSE,2016,0,0.742,0.819,1,-5.307,major,0.0487,0.372,0,0.277,0.709,117.986,pop, dance/electronic,,
Major Lazer,Cold Water (feat. Justin Bieber & MØ),185351,3.09,FALSE,2016,0,0.608,0.798,6,-5.092,minor,0.0432,0.0736,0,0.156,0.501,92.943,hip hop, pop, dance/electronic,
The Chainsmokers,Roses,226738,3.78,FALSE,2015,73,0.713,0.802,4,-7.055,major,0.0561,0.0435,0.00377,0.309,0.343,100.001,pop, dance/electronic,,
Tory Lanez,LUV,228640,3.81,TRUE,2016,0,0.688,0.541,11,-8.128,minor,0.114,0.0118,0,0.123,0.247,95.109,hip hop, pop, r&b,
P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",215413,3.59,FALSE,2016,68,0.632,0.702,7,-5.92,major,0.148,0.0114,0,0.108,0.523,162.958,pop,,,
Bryson Tiller,Don't,198293,3.30,TRUE,2015,78,0.765,0.356,11,-5.556,minor,0.195,0.223,0,0.0963,0.189,96.991,hip hop, pop, r&b,
Steve Aoki,Just Hold On,198774,3.31,FALSE,2016,63,0.647,0.932,11,-3.515,major,0.0824,0.00383,1.50E-06,0.0574,0.374,114.991,hip hop, pop, dance/electronic,
Clean Bandit,Tears (feat. Louisa Johnson),225914,3.77,FALSE,2016,60,0.605,0.77,5,-3.645,minor,0.0446,0.0431,0,0.159,0.298,130.037,pop, dance/electronic,,
Jonas Blue,Fast Car,212424,3.54,FALSE,2015,1,0.459,0.587,9,-6.983,major,0.0785,0.453,0,0.307,0.581,113.901,pop, dance/electronic,,
Flume,Never Be Like You,233337,3.89,TRUE,2016,0,0.443,0.558,0,-5.436,major,0.0624,0.441,0,0.163,0.248,116.838,dance/electronic,,,
Bastille,Good Grief,206493,3.44,FALSE,2016,65,0.73,0.758,1,-4.888,major,0.0653,0.147,0,0.311,0.877,120.041,pop, rock,,
Sia,The Greatest (feat. Kendrick Lamar),210226,3.50,FALSE,2016,68,0.668,0.725,1,-6.127,major,0.266,0.0102,0.000479,0.0561,0.729,191.944,pop,,,
PARTYNEXTDOOR,Not Nice,202661,3.38,FALSE,2016,62,0.598,0.496,0,-9.309,major,0.0804,0.0253,0.00132,0.12,0.725,128.06,hip hop, pop, r&b,
Garrett Nash,"i hate u, i love u (feat. olivia o'brien)",251033,4.18,TRUE,2016,77,0.492,0.275,6,-13.4,minor,0.3,0.687,0,0.101,0.18,92.6,hip hop, pop,,
Hilltop Hoods,1955,239280,3.99,FALSE,2016,63,0.766,0.5,11,-7.558,major,0.0695,0.719,5.91E-06,0.304,0.71,84.044,hip hop, pop,,
Fifth Harmony,All In My Head (Flex) (feat. Fetty Wap),210573,3.51,FALSE,2016,62,0.689,0.791,0,-5.194,minor,0.053,0.023,0,0.0526,0.755,95.04,pop,,,
Daya,"Sit Still, Look Pretty",202221,3.37,FALSE,2016,1,0.657,0.739,2,-4.081,major,0.274,0.141,0,0.178,0.543,181.994,rock, pop, dance/electronic,
Kent Jones,Don't Mind,198236,3.30,TRUE,2016,63,0.464,0.771,8,-4.503,major,0.336,0.0235,0,0.063,0.69,158.777,hip hop,,,
Flume,Say It,262521,4.38,TRUE,2016,53,0.581,0.531,3,-6.829,minor,0.0322,0.0731,3.27E-06,0.0616,0.273,75.255,dance/electronic,,,
Bryson Tiller,Exchange,194613,3.24,TRUE,2015,76,0.525,0.433,6,-10.598,major,0.185,0.107,0,0.135,0.276,160.108,hip hop, pop, r&b,
MØ,Final Song,235826,3.93,FALSE,2016,66,0.695,0.672,1,-6.109,minor,0.0345,0.014,7.95E-05,0.0756,0.245,104.988,pop, dance/electronic,,
Beyoncé,Sorry,232560,3.88,TRUE,2016,67,0.775,0.598,2,-7.274,major,0.0535,0.00175,4.44E-06,0.253,0.356,129.988,pop, r&b,,
Little Mix,Shout Out to My Ex,246240,4.10,FALSE,2017,1,0.773,0.747,5,-4.061,major,0.0889,0.0239,8.23E-06,0.11,0.8,126.014,pop,,,
The Lumineers,Ophelia,160097,2.67,FALSE,2016,0,0.664,0.576,5,-6.429,major,0.0286,0.63,0.000198,0.0902,0.621,76.026,pop, folk/acoustic,,
Frank Ocean,Pink + White,184516,3.08,FALSE,2016,79,0.544,0.552,9,-7.45,major,0.0991,0.67,4.57E-05,0.415,0.554,159.738,hip hop, pop, r&b,
Drake,Too Good,263373,4.39,TRUE,2016,74,0.794,0.653,7,-7.839,major,0.104,0.0489,4.88E-05,0.1,0.397,117.996,hip hop, pop, r&b,
Ed Sheeran,Shape of You,233712,3.90,FALSE,2017,84,0.825,0.652,1,-3.183,minor,0.0802,0.581,0,0.0931,0.931,95.977,pop,,,
Sean Paul,No Lie,221176,3.69,FALSE,2018,84,0.742,0.882,7,-2.862,major,0.117,0.0466,0,0.206,0.463,102.04,hip hop, pop,,
Luis Fonsi,Despacito (Featuring Daddy Yankee),228200,3.80,FALSE,2017,0,0.66,0.786,2,-4.757,major,0.17,0.209,0,0.112,0.846,177.833,pop, latin,,
Sam Smith,Too Good At Goodbyes,201000,3.35,FALSE,2017,79,0.681,0.372,5,-8.237,major,0.0432,0.64,0,0.169,0.476,91.873,pop,,,
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),251088,4.18,FALSE,2016,75,0.72,0.763,9,-4.068,minor,0.0523,0.406,0,0.18,0.742,101.965,pop, dance/electronic,,
Camila Cabello,Havana (feat. Young Thug),216896,3.61,FALSE,2017,1,0.768,0.517,7,-4.323,minor,0.0312,0.186,3.80E-05,0.104,0.418,104.992,pop,,,
Imagine Dragons,Thunder,187146,3.12,FALSE,2017,1,0.6,0.81,0,-4.749,major,0.0479,0.00683,0.21,0.155,0.298,167.88,rock,,,
Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),214265,3.57,FALSE,2018,68,0.783,0.61,7,-6.124,major,0.0696,0.343,0,0.0983,0.418,100.047,pop,,,
The Chainsmokers,Something Just Like This,247160,4.12,FALSE,2017,83,0.617,0.635,11,-6.769,minor,0.0317,0.0498,1.44E-05,0.164,0.446,103.019,pop, dance/electronic,,
Ed Sheeran,Perfect,263400,4.39,FALSE,2017,85,0.599,0.448,8,-6.312,major,0.0232,0.163,0,0.106,0.168,95.05,pop,,,
MGMT,Little Dark Age,299960,5.00,FALSE,2018,81,0.705,0.712,6,-6.156,major,0.0385,0.0102,0.000855,0.1,0.62,97.512,rock,,,
Travis Scott,goosebumps,243836,4.06,TRUE,2016,83,0.841,0.728,7,-3.37,major,0.0484,0.0847,0,0.149,0.43,130.049,hip hop, dance/electronic,,
Billie Eilish,Bored,180933,3.02,FALSE,2017,84,0.614,0.318,7,-12.695,major,0.0478,0.896,0.00239,0.0795,0.112,119.959,pop, dance/electronic,,
Future,Mask Off,204600,3.41,TRUE,2017,79,0.833,0.434,2,-8.795,major,0.431,0.0102,0.0219,0.165,0.281,150.062,hip hop, pop,,
G-Eazy,Him & I,268866,4.48,TRUE,2017,0,0.589,0.731,2,-6.343,major,0.0868,0.0534,0,0.308,0.191,87.908,hip hop, pop,,
Maroon 5,Cold (feat. Future),234308,3.91,TRUE,2017,0,0.697,0.716,9,-6.288,minor,0.113,0.118,0,0.0424,0.506,99.905,pop,,,
Rae Sremmurd,Swang,208120,3.47,TRUE,2016,75,0.681,0.314,8,-9.319,major,0.0581,0.2,9.82E-06,0.1,0.166,139.992,hip hop, pop,,
Lil Peep,Save That Shit,231546,3.86,TRUE,2017,77,0.534,0.583,2,-8.672,major,0.0288,0.0262,0,0.421,0.145,105.997,hip hop,,,
A$AP Ferg,Plain Jane,173600,2.89,TRUE,2017,74,0.797,0.844,11,-5.482,major,0.275,0.0651,0,0.087,0.52,170.142,hip hop, pop,,
French Montana,Unforgettable,233901,3.90,TRUE,2017,82,0.726,0.769,6,-5.043,major,0.123,0.0293,0.0101,0.104,0.733,97.985,hip hop, pop,,
21 Savage,Bank Account,220306,3.67,TRUE,2017,74,0.884,0.347,8,-8.227,minor,0.35,0.015,7.00E-06,0.0871,0.376,75.016,hip hop,,,
Axwell /\ Ingrosso,More Than You Know,203000,3.38,FALSE,2017,0,0.645,0.741,5,-4.989,minor,0.0339,0.0323,0,0.29,0.534,123.07,pop, dance/electronic,,
ZAYN,Dusk Till Dawn (feat. Sia) - Radio Edit,239000,3.98,FALSE,2017,77,0.259,0.437,11,-6.589,minor,0.0386,0.102,1.32E-06,0.106,0.0951,180.042,pop, dance/electronic,,
J Balvin,Mi Gente,189029,3.15,FALSE,2017,53,0.548,0.701,11,-4.862,minor,0.0914,0.0178,1.34E-05,0.134,0.309,104.237,latin,,,
Jax Jones,You Don't Know Me - Radio Edit,213946,3.57,TRUE,2016,1,0.876,0.669,11,-6.054,minor,0.138,0.163,0,0.185,0.682,124.007,hip hop, pop, dance/electronic,
Rae Sremmurd,Black Beatles,291893,4.86,TRUE,2016,75,0.794,0.632,0,-6.163,major,0.0649,0.142,0,0.128,0.355,145.926,hip hop, pop,,
Zara Larsson,Ain't My Fault,224030,3.73,FALSE,2017,67,0.576,0.782,6,-4.825,minor,0.0296,0.00778,0,0.285,0.355,141.153,pop, dance/electronic,,
Travis Scott,BUTTERFLY EFFECT,190677,3.18,FALSE,2017,0,0.763,0.598,11,-6.865,major,0.0539,0.0714,0,0.112,0.182,140.987,hip hop, dance/electronic,,
Ayo & Teo,Rolex,238586,3.98,FALSE,2017,69,0.804,0.886,1,-2.512,major,0.04,0.0837,0,0.266,0.789,144.946,hip hop, pop,,
Lil Uzi Vert,XO Tour Llif3,182706,3.05,TRUE,2017,81,0.732,0.75,11,-6.366,minor,0.231,0.00264,0,0.109,0.401,155.096,hip hop,,,
Imagine Dragons,Whatever It Takes,201240,3.35,FALSE,2017,80,0.672,0.655,10,-5.021,minor,0.0311,0.0362,0,0.117,0.556,134.945,rock,,,
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),177184,2.95,TRUE,2016,76,0.886,0.427,6,-10.028,major,0.145,0.0312,0.00099,0.0906,0.23,108.034,hip hop,,,
Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),216408,3.61,TRUE,2017,75,0.696,0.817,1,-3.862,major,0.109,0.075,0,0.187,0.782,98.064,hip hop, pop,,
G-Eazy,No Limit,245386,4.09,TRUE,2017,0,0.838,0.771,1,-3.791,major,0.244,0.0117,0,0.0853,0.405,175.957,hip hop, pop,,
Playboi Carti,Magnolia,181812,3.03,TRUE,2017,77,0.791,0.582,11,-7.323,minor,0.286,0.0114,0,0.35,0.443,162.991,hip hop,,,
Chord Overstreet,Hold On,198853,3.31,FALSE,2017,80,0.618,0.443,2,-9.681,major,0.0526,0.469,0,0.0829,0.167,119.949,pop, folk/acoustic,,
Jax Jones,Breathe,207629,3.46,FALSE,2017,58,0.722,0.744,11,-5.52,minor,0.0363,0.0234,0.000157,0.143,0.686,125.985,hip hop, pop, dance/electronic,
Imagine Dragons,Believer,204346,3.41,FALSE,2017,1,0.779,0.787,10,-4.305,minor,0.108,0.0524,0,0.14,0.708,124.982,rock,,,
Natti Natasha,Criminal,232549,3.88,FALSE,2017,74,0.814,0.813,2,-3.023,minor,0.0561,0.03,9.33E-05,0.255,0.839,79.997,pop, latin,,
Kendrick Lamar,HUMBLE.,177000,2.95,TRUE,2017,0,0.906,0.625,1,-6.779,minor,0.0903,0.000243,3.23E-05,0.0975,0.423,150.018,hip hop,,,
Selena Gomez,Fetish (feat. Gucci Mane),186112,3.10,FALSE,2017,69,0.708,0.618,2,-4.424,major,0.0592,0.0204,6.81E-06,0.062,0.265,123.013,pop,,,
Charlie Puth,Attention,211475,3.52,FALSE,2017,0,0.774,0.626,3,-4.432,minor,0.0432,0.0969,3.12E-05,0.0848,0.777,100.041,pop,,,
Big Shaq,Man's Not Hot,186026,3.10,FALSE,2017,62,0.905,0.884,0,-4.076,major,0.236,0.111,8.31E-05,0.107,0.588,135.048,pop, dance/electronic,,
Anne-Marie,Ciao Adios,200104,3.34,FALSE,2017,57,0.698,0.882,4,-3.078,minor,0.0863,0.127,0,0.15,0.445,106.083,pop, dance/electronic,,
Rag'n'Bone Man,Human,200186,3.34,FALSE,2017,76,0.602,0.707,9,-4.097,major,0.302,0.393,0,0.165,0.554,75.087,r&b,,,
blackbear,do re mi,212027,3.53,TRUE,2017,4,0.745,0.593,8,-6.35,major,0.0526,0.00522,5.25E-06,0.123,0.17,111.002,hip hop, pop, dance/electronic,
Lil Pump,Gucci Gang,124055,2.07,TRUE,2017,64,0.936,0.523,5,-6.71,major,0.0597,0.239,0,0.117,0.699,119.889,hip hop,,,
Taylor Swift,Look What You Made Me Do,211853,3.53,FALSE,2017,76,0.766,0.709,9,-6.471,minor,0.123,0.204,1.41E-05,0.126,0.506,128.07,pop,,,
Enrique Iglesias,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),207680,3.46,FALSE,2017,70,0.688,0.822,0,-3.304,major,0.0537,0.0642,0,0.241,0.66,91.011,pop, latin,,
Kodak Black,Tunnel Vision,268186,4.47,TRUE,2017,51,0.497,0.489,11,-7.724,minor,0.294,0.0576,9.91E-05,0.122,0.231,171.853,hip hop,,,
Kendrick Lamar,DNA.,185946,3.10,TRUE,2017,0,0.636,0.517,0,-6.759,major,0.36,0.00402,0,0.0874,0.394,139.928,hip hop,,,
A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),209269,3.49,TRUE,2017,0,0.839,0.81,5,-5.274,minor,0.0568,0.501,0,0.117,0.814,129.014,hip hop,,,
XXXTENTACION,Jocelyn Flores,119133,1.99,TRUE,2017,83,0.872,0.391,0,-9.144,minor,0.242,0.469,4.13E-06,0.297,0.437,134.021,hip hop,,,
Migos,Bad and Boujee (feat. Lil Uzi Vert),343150,5.72,TRUE,2017,72,0.926,0.666,11,-5.314,major,0.244,0.0611,0,0.123,0.168,127.079,hip hop, pop,,
Yo Gotti,Rake It Up (feat. Nicki Minaj),276333,4.61,TRUE,2017,67,0.91,0.444,1,-8.126,minor,0.344,0.022,0,0.137,0.53,149.953,hip hop, pop,,
Martin Garrix,Scared to Be Lonely,220883,3.68,FALSE,2017,77,0.584,0.54,1,-7.786,minor,0.0576,0.0895,0,0.261,0.195,137.972,pop, dance/electronic,,
Jonas Blue,Mama,181614,3.03,FALSE,2017,51,0.739,0.792,11,-4.256,minor,0.0418,0.091,0,0.0516,0.547,104.016,pop, dance/electronic,,
Martin Jensen,Solo Dance,174933,2.92,FALSE,2016,0,0.744,0.836,6,-2.396,minor,0.0507,0.0435,0,0.194,0.36,114.965,pop, dance/electronic,,
Taylor Swift,...Ready For It?,208186,3.47,FALSE,2017,73,0.613,0.764,2,-6.509,major,0.136,0.0527,0,0.197,0.417,160.015,pop,,,
