artist,song,duration_ms,duration_min,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,primary_genre,secondary_genre,tertiary_genre,
Avicii,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,208316,3.47,FALSE,2012,68,0.509,0.79,6,-3.782,minor,0.0374,0.332,6.67E-05,0.316,0.638,127.946,pop, dance/electronic,,
Imagine Dragons,Demons,177506,2.96,FALSE,2012,81,0.505,0.71,3,-3.015,major,0.0321,0.19,0.00025,0.269,0.428,89.938,rock,,,
One Direction,One Way or Another (Teenage Kicks),157293,2.62,FALSE,2013,66,0.489,0.867,4,-3.121,minor,0.071,0.025,0,0.586,0.409,162.131,pop,,,
Taylor Swift,I Knew You Were Trouble.,219720,3.66,FALSE,2012,76,0.622,0.469,3,-6.798,minor,0.0363,0.00454,2.25E-06,0.0335,0.679,77.019,pop,,,
Arctic Monkeys,Do I Wanna Know?,272394,4.54,FALSE,2013,84,0.548,0.532,5,-7.596,major,0.0323,0.186,0.000263,0.217,0.405,85.03,rock,,,
Rudimental,Waiting All Night (feat. Ella Eyre),292586,4.88,FALSE,2013,66,0.544,0.728,6,-5.358,minor,0.05,0.00264,0.00959,0.427,0.281,174.983,pop, dance/electronic,,
Klangkarussell,Sonnentanz - Sun Don't Shine,238120,3.97,FALSE,2014,68,0.579,0.549,5,-8.262,minor,0.0909,0.104,0.0202,0.0964,0.155,119.74,pop, dance/electronic,,
Calvin Harris,Drinking from the Bottle (feat. Tinie Tempah),240346,4.01,FALSE,2012,61,0.665,0.886,9,-4.175,minor,0.0514,0.0469,6.24E-05,0.0525,0.53,128.062,hip hop, pop, dance/electronic,
A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",233786,3.90,TRUE,2013,76,0.853,0.693,1,-6.87,major,0.275,0.0239,0,0.11,0.662,95.967,hip hop,,,
P!nk,Try,247906,4.13,FALSE,2012,76,0.674,0.628,2,-7.079,major,0.03,0.00144,0,0.0944,0.552,103.998,pop,,,
Ylvis,The Fox (What Does the Fox Say?),213708,3.56,FALSE,2013,63,0.703,0.867,6,-4.292,major,0.0453,0.107,0,0.119,0.546,128.008,hip hop,,,
Ellie Goulding,Burn,231211,3.85,FALSE,2014,70,0.559,0.777,1,-5.031,major,0.0432,0.31,0,0.105,0.329,87.016,pop, rock, dance/electronic,
Baauer,Harlem Shake,196664,3.28,FALSE,2013,57,0.452,0.794,0,-5.151,major,0.0483,0.0111,0.00182,0.416,0.282,137.825,dance/electronic,,,
Calvin Harris,I Need Your Love (feat. Ellie Goulding),234506,3.91,FALSE,2012,70,0.695,0.869,8,-5.066,major,0.0483,0.41,0,0.237,0.58,124.989,hip hop, pop, dance/electronic,
Katy Perry,This Is How We Do,204285,3.40,FALSE,2013,60,0.69,0.636,9,-6.028,minor,0.0457,0.0203,0,0.147,0.8,96,pop,,,
AWOLNATION,Sail,259102,4.32,FALSE,2011,2,0.825,0.435,1,-9.582,major,0.0568,0.452,0.609,0.0953,0.243,119.038,pop, rock,,
Duke Dumont,Need U (100%) [feat. A*M*E] - Radio Edit,174853,2.91,FALSE,2013,27,0.681,0.835,0,-5.705,minor,0.049,0.00176,0.00183,0.354,0.469,124.047,pop, dance/electronic,,
Jason Derulo,The Other Side,226986,3.78,FALSE,2013,50,0.561,0.836,9,-3.939,major,0.1,0.0525,0,0.136,0.517,127.923,hip hop, pop,,
Storm Queen,Look Right Through - MK Vocal Edit,150400,2.51,FALSE,2014,0,0.832,0.815,0,-8.035,minor,0.081,0.00304,0.00553,0.263,0.519,119.995,dance/electronic,,,
Calvin Harris,Sweet Nothing (feat. Florence Welch),212560,3.54,FALSE,2012,71,0.573,0.929,8,-3.942,minor,0.109,0.197,0.000112,0.0567,0.582,127.934,hip hop, pop, dance/electronic,
Katy Perry,Unconditionally,228878,3.81,FALSE,2013,0,0.555,0.729,7,-4.813,major,0.0387,0.00357,0,0.209,0.369,129.003,pop,,,
Wale,Bad (feat. Rihanna) - Remix,238826,3.98,TRUE,2013,61,0.807,0.702,6,-6.594,minor,0.0748,0.307,0,0.111,0.447,114.038,hip hop, pop, r&b,
Ciara,Body Party,234040,3.90,FALSE,2013,64,0.577,0.576,2,-6.299,major,0.0563,0.0143,0,0.602,0.12,133.973,pop, r&b,,
Drake,Started From the Bottom,174120,2.90,TRUE,2013,65,0.794,0.523,8,-7.829,major,0.161,0.0331,0,0.156,0.56,86.307,hip hop, pop, r&b,
Birdy,Wings,252106,4.20,FALSE,2013,48,0.474,0.707,7,-4.534,major,0.0253,0.0831,0,0.162,0.224,83.235,pop,,,
Bastille,Of The Night,214205,3.57,FALSE,2013,61,0.67,0.829,5,-7.2,minor,0.0427,0.0192,0.000225,0.089,0.349,125.01,pop, rock,,
Olly Murs,Dear Darlin',206373,3.44,FALSE,2012,59,0.512,0.828,11,-4.672,minor,0.0454,0.00627,8.73E-06,0.119,0.34,124.021,pop, dance/electronic,,
Katy Perry,Roar,223546,3.73,FALSE,2013,73,0.554,0.772,7,-4.821,minor,0.0418,0.00487,6.60E-06,0.354,0.455,179.984,pop,,,
Blake Shelton,Sure Be Cool If You Did,215720,3.60,FALSE,2013,56,0.576,0.726,11,-4.625,major,0.035,0.255,0,0.108,0.582,136.802,country,,,
Calvin Harris,Thinking About You (feat. Ayah Marar),247933,4.13,FALSE,2012,65,0.725,0.874,0,-3.715,minor,0.0396,0.00262,0.000412,0.0958,0.748,127.985,hip hop, pop, dance/electronic,
JAY-Z,Holy Grail,338413,5.64,TRUE,2013,62,0.676,0.534,2,-6.901,minor,0.0831,0.0594,8.59E-06,0.256,0.156,145.082,hip hop,,,
Bridgit Mendler,Ready or Not,200946,3.35,FALSE,2012,72,0.715,0.872,2,-3.835,major,0.0509,0.00351,3.84E-05,0.107,0.748,93.043,pop,,,
The Saturdays,What About Us,220682,3.68,FALSE,2013,61,0.704,0.68,7,-4.751,major,0.0581,0.0059,0,0.213,0.689,123.973,pop, dance/electronic,,
Bastille,Pompeii,214147,3.57,FALSE,2013,74,0.679,0.715,9,-6.383,major,0.0407,0.0755,0,0.271,0.571,127.435,pop, rock,,
One Direction,Best Song Ever,200106,3.34,FALSE,2013,76,0.652,0.877,1,-2.986,major,0.0465,0.0227,0,0.0789,0.486,118.491,pop,,,
Nelly,Hey Porsche,209466,3.49,TRUE,2013,57,0.726,0.795,9,-4.653,major,0.029,0.136,0,0.698,0.952,115.995,hip hop, pop, r&b,
Zedd,Clarity,271426,4.52,FALSE,2012,0,0.523,0.78,8,-3.464,major,0.0753,0.0366,0,0.0751,0.193,128.006,hip hop, pop, dance/electronic,
Miley Cyrus,Wrecking Ball,221360,3.69,FALSE,2013,77,0.53,0.422,5,-6.262,major,0.0342,0.407,0,0.107,0.349,119.964,pop,,,
Chris Brown,Fine China,213666,3.56,FALSE,2013,0,0.659,0.735,10,-4.758,minor,0.056,0.0466,0,0.111,0.609,104.038,hip hop, pop, r&b,
Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),353893,5.90,FALSE,2013,69,0.832,0.659,10,-7.828,minor,0.057,0.0839,0.00114,0.0753,0.674,100.163,hip hop, dance/electronic,,
Armin van Buuren,This Is What It Feels Like,204360,3.41,FALSE,2013,66,0.551,0.833,8,-5.217,major,0.03,0.0391,2.77E-06,0.0632,0.145,129.885,pop, dance/electronic,,
Justin Timberlake,Mirrors,484146,8.07,FALSE,2013,78,0.574,0.512,5,-6.664,minor,0.0503,0.234,0,0.0946,0.512,76.899,pop,,,
Bruno Mars,Treasure,178560,2.98,TRUE,2012,78,0.874,0.692,5,-5.28,minor,0.0431,0.0412,7.24E-05,0.324,0.937,116.017,pop,,,
Of Monsters and Men,Little Talks,266600,4.44,FALSE,2012,79,0.457,0.757,1,-5.177,major,0.032,0.0206,0,0.146,0.417,102.961,pop, rock, folk/acoustic,
Miley Cyrus,We Can't Stop,231240,3.85,FALSE,2013,78,0.613,0.622,1,-5.794,minor,0.0334,0.00882,0,0.37,0.484,80.003,pop,,,
J. Cole,Power Trip (feat. Miguel),241160,4.02,TRUE,2013,0,0.667,0.61,1,-7.054,major,0.217,0.322,0.000203,0.426,0.465,99.991,hip hop,,,
Paramore,Still into You,216013,3.60,FALSE,2013,79,0.602,0.923,5,-3.763,major,0.044,0.0098,0,0.0561,0.765,136.01,pop, rock,,
Christina Perri,human,250706,4.18,FALSE,2013,59,0.439,0.489,8,-6.286,major,0.0368,0.132,0.000643,0.114,0.253,143.808,pop,,,
Drake,"Hold On, We're Going Home",227880,3.80,FALSE,2013,72,0.773,0.414,6,-7.436,minor,0.0961,0.00411,3.40E-05,0.0733,0.289,99.993,hip hop, pop, r&b,
James Blunt,Bonfire Heart,238000,3.97,FALSE,2013,0,0.575,0.821,0,-5.7,major,0.0527,0.181,0,0.124,0.449,118.021,pop,,,
Maroon 5,Daylight,225066,3.75,FALSE,2012,66,0.656,0.674,7,-5.473,major,0.0269,0.00242,0,0.255,0.369,120.001,pop,,,
Childish Gambino,3005,235662,3.93,TRUE,2013,0,0.681,0.463,6,-6.542,minor,0.289,0.128,0,0.0769,0.661,82.92,hip hop,,,
Avril Lavigne,Here's to Never Growing Up,214080,3.57,TRUE,2013,0,0.483,0.871,0,-3.084,major,0.101,0.015,0,0.415,0.716,164.986,pop,,,
Taylor Swift,22,232120,3.87,FALSE,2012,68,0.661,0.729,7,-6.561,major,0.0376,0.00215,0.0013,0.0477,0.668,103.987,pop,,,
Passenger,Let Her Go,252866,4.21,FALSE,2012,73,0.509,0.538,7,-7.335,major,0.0572,0.385,0,0.104,0.244,75.089,pop,,,
Ariana Grande,The Way,227026,3.78,FALSE,2013,65,0.645,0.878,5,-3.208,minor,0.113,0.294,0,0.076,0.862,82.324,pop,,,
Rihanna,Stay,240706,4.01,FALSE,2012,76,0.621,0.31,9,-10.164,minor,0.0283,0.945,6.12E-05,0.117,0.125,111.893,hip hop, pop, r&b,
Justin Timberlake,Suit & Tie (feat. Jay-Z),326280,5.44,TRUE,2013,67,0.795,0.596,11,-3.799,minor,0.219,0.103,0,0.164,0.357,101.985,pop,,,
Bruno Mars,When I Was Your Man,213826,3.56,FALSE,2012,83,0.612,0.28,0,-8.648,major,0.0434,0.932,0,0.088,0.387,72.795,pop,,,
Florida Georgia Line,Cruise,208960,3.48,FALSE,2012,57,0.457,0.948,10,-3.364,major,0.0354,0.0191,0,0.0536,0.878,148,country,,,
Pharrell Williams,"Happy - From ""Despicable Me 2""",232720,3.88,FALSE,2014,79,0.647,0.822,5,-4.662,minor,0.183,0.219,0,0.0908,0.962,160.019,hip hop, pop,,
Katy Perry,Dark Horse,215672,3.59,FALSE,2013,74,0.647,0.585,6,-6.123,major,0.0512,0.00314,0,0.165,0.353,131.934,pop,,,
ScHoolboy Q,Collard Greens,299960,5.00,TRUE,2014,0,0.826,0.571,11,-4.871,major,0.064,0.0239,7.38E-06,0.207,0.666,153.972,hip hop, pop,,
Iggy Azalea,Fancy,199938,3.33,TRUE,2014,69,0.912,0.716,10,-4.141,minor,0.0697,0.0904,0,0.0491,0.377,94.981,hip hop, pop,,
Maroon 5,Animals,231013,3.85,FALSE,2014,79,0.279,0.742,4,-6.46,minor,0.0898,0.000185,0,0.593,0.328,189.868,pop,,,
Sam Smith,Stay With Me,172723,2.88,FALSE,2014,80,0.418,0.42,0,-6.444,major,0.0414,0.588,6.39E-05,0.11,0.184,84.094,pop,,,
MAGIC!,Rude,224840,3.75,FALSE,2014,80,0.773,0.758,1,-4.993,major,0.0381,0.0422,0,0.305,0.925,144.033,pop,,,
Sia,Chandelier,216120,3.60,FALSE,2014,78,0.399,0.787,1,-2.88,major,0.0499,0.0197,6.07E-05,0.0685,0.572,117.089,pop,,,
John Legend,All of Me,269560,4.49,FALSE,2013,84,0.422,0.264,8,-7.064,major,0.0322,0.922,0,0.132,0.331,119.93,pop, r&b,,
ZHU,Faded,223386,3.72,FALSE,2014,49,0.861,0.475,9,-7.195,minor,0.0487,0.00865,0.119,0.122,0.599,124.96,dance/electronic,,,
Meghan Trainor,All About That Bass,187920,3.13,TRUE,2015,72,0.807,0.887,9,-3.726,major,0.0503,0.0573,2.87E-06,0.124,0.961,134.052,pop,,,
David Guetta,Lovers on the Sun (feat. Sam Martin),203520,3.39,FALSE,2014,50,0.645,0.891,6,-2.505,minor,0.0387,0.0932,3.88E-06,0.379,0.568,124.915,hip hop, pop, dance/electronic,
Iggy Azalea,Black Widow,209423,3.49,TRUE,2014,67,0.743,0.72,11,-3.753,major,0.124,0.192,0.000386,0.109,0.519,163.99,hip hop, pop,,
Tove Lo,Habits (Stay High),209160,3.49,FALSE,2014,74,0.733,0.65,5,-3.539,major,0.0315,0.0703,6.59E-05,0.0829,0.348,110.003,pop, dance/electronic,,
Oliver Heldens,Gecko (Overdrive) - Radio Edit,165440,2.76,FALSE,2014,67,0.609,0.885,0,-5.469,major,0.0642,0.00521,1.15E-05,0.336,0.76,124.959,pop, dance/electronic,,
DJ Snake,You Know You Like It,247266,4.12,FALSE,2014,69,0.407,0.725,5,-5.346,minor,0.188,0.0141,2.46E-06,0.306,0.247,196.093,hip hop, pop, dance/electronic,
Jason Derulo,Talk Dirty (feat. 2 Chainz),177685,2.96,TRUE,2013,56,0.76,0.652,6,-7.321,major,0.232,0.0348,0,0.307,0.759,100.315,hip hop, pop,,
Maroon 5,Maps,189840,3.16,FALSE,2014,0,0.737,0.723,1,-5.51,minor,0.0295,0.0179,0,0.0675,0.893,120.003,pop,,,
David Guetta,Bad (feat. Vassy) - Radio Edit,170625,2.84,FALSE,2014,45,0.614,0.972,5,-3.927,minor,0.088,0.00125,0.0186,0.328,0.411,127.966,hip hop, pop, dance/electronic,
Tinashe,2 On (feat. ScHoolboy Q),227000,3.78,TRUE,2014,71,0.742,0.595,9,-7.51,major,0.107,0.15,0,0.111,0.431,101.013,hip hop, pop, r&b, Dance/Electronic
Route 94,My Love (feat. Jess Glynne),259934,4.33,FALSE,2014,72,0.814,0.622,8,-7.573,major,0.0492,0.000132,0.72,0.0658,0.726,119.976,pop, dance/electronic,,
